Sheet,Cell,Placeholder,Ryaku,Kind,Label
Sheet1,E3,**送付先郵便番号,,送付先郵便番号,
Sheet1,E5,**送付先住所12,,送付先住所12,
Sheet1,E7,**送付先住所3,,送付先住所3,
Sheet1,E9,**事_名称,,事_名称,
Sheet1,AA9,**医_法人名,,医_法人名,
Sheet1,F11,**ｶﾅ氏名,,ｶﾅ氏名,
Sheet1,AA11,**医_医療機関,,医_医療機関,
Sheet1,F13,**漢字氏名,,漢字氏名,
Sheet1,AA13,**医_郵便番号,,医_郵便番号,様
Sheet1,AA15,**医_住所1,,医_住所1,
Sheet1,E16,**事_ｺｰﾄﾞ,,事_ｺｰﾄﾞ,
Sheet1,L16,**保険証番号,,保険証番号,
Sheet1,AA17,**医_住所2,,医_住所2,
Sheet1,AA19,**医_TEL,,医_TEL,
Sheet1,AF19,**医_FAX,,医_FAX,
Sheet2,DJ2,**印刷日#西暦[yyyy/mm/dd],,印刷日#西暦[yyyy/mm/dd],
Sheet2,G4,**ｶﾙﾃ0抜き,,ｶﾙﾃ0抜き,カルテ№
Sheet2,Y4,**受診日#西暦[yyyy/mm/dd]_1,,受診日#西暦[yyyy/mm/dd]_1,今回
Sheet2,AM4,**受診日#西暦[yyyy/mm/dd]_2,,受診日#西暦[yyyy/mm/dd]_2,前回
Sheet2,BA4,**受診日#西暦[yyyy/mm/dd]_3,,受診日#西暦[yyyy/mm/dd]_3,前々回
Sheet2,G5,**ｶﾅ氏名,,ｶﾅ氏名,氏名
Sheet2,AL5,**ｺｰｽ略称,,ｺｰｽ略称,健診コース
Sheet2,BQ5,**[判定_糖代謝]判定_1,判定_糖代謝,判定_1,糖尿病
Sheet2,CA5,**[尿糖]基単,尿糖,基単,尿糖
Sheet2,CH5,**[尿糖]HL_1,尿糖,HL_1,尿糖
Sheet2,CI5,**[尿糖]結果値_1,尿糖,結果値_1,尿糖
Sheet2,CL5,**[尿糖]HL_2,尿糖,HL_2,尿糖
Sheet2,CM5,**[尿糖]結果値_2,尿糖,結果値_2,尿糖
Sheet2,CP5,**[尿糖]HL_3,尿糖,HL_3,尿糖
Sheet2,CQ5,**[尿糖]結果値_3,尿糖,結果値_3,尿糖
Sheet2,CV5,**[判定_肝機能]判定_1,判定_肝機能,判定_1,肝機能検査
Sheet2,DF5,**[尿ｳﾛﾋﾞﾘ]基単,尿ｳﾛﾋﾞﾘ,基単,ウロビリノーゲン
Sheet2,DM5,**[尿ｳﾛﾋﾞﾘ]HL_1,尿ｳﾛﾋﾞﾘ,HL_1,ウロビリノーゲン
Sheet2,DN5,**[尿ｳﾛﾋﾞﾘ]結果値_1,尿ｳﾛﾋﾞﾘ,結果値_1,ウロビリノーゲン
Sheet2,DQ5,**[尿ｳﾛﾋﾞﾘ]HL_2,尿ｳﾛﾋﾞﾘ,HL_2,ウロビリノーゲン
Sheet2,DR5,**[尿ｳﾛﾋﾞﾘ]結果値_2,尿ｳﾛﾋﾞﾘ,結果値_2,ウロビリノーゲン
Sheet2,DU5,**[尿ｳﾛﾋﾞﾘ]HL_3,尿ｳﾛﾋﾞﾘ,HL_3,ウロビリノーゲン
Sheet2,DV5,**[尿ｳﾛﾋﾞﾘ]結果値_3,尿ｳﾛﾋﾞﾘ,結果値_3,ウロビリノーゲン
Sheet2,G6,**漢字氏名,,漢字氏名,
Sheet2,AL6,**検体受付番号_1,,検体受付番号_1,受診番号
Sheet2,CA6,**[空腹時血糖]基単,空腹時血糖,基単,血糖
Sheet2,CH6,**[血糖]HL_1,血糖,HL_1,血糖
Sheet2,CI6,**[血糖]結果値_1,血糖,結果値_1,血糖
Sheet2,CL6,**[血糖]HL_2,血糖,HL_2,血糖
Sheet2,CM6,**[血糖]結果値_2,血糖,結果値_2,血糖
Sheet2,CP6,**[血糖]HL_3,血糖,HL_3,血糖
Sheet2,CQ6,**[血糖]結果値_3,血糖,結果値_3,血糖
Sheet2,DF6,**[総蛋白]基単,総蛋白,基単,総蛋白
Sheet2,DM6,**[総蛋白]HL_1,総蛋白,HL_1,総蛋白
Sheet2,DN6,**[総蛋白]結果値_1,総蛋白,結果値_1,総蛋白
Sheet2,DQ6,**[総蛋白]HL_2,総蛋白,HL_2,総蛋白
Sheet2,DR6,**[総蛋白]結果値_2,総蛋白,結果値_2,総蛋白
Sheet2,DU6,**[総蛋白]HL_3,総蛋白,HL_3,総蛋白
Sheet2,DV6,**[総蛋白]結果値_3,総蛋白,結果値_3,総蛋白
Sheet2,AL7,**ｵﾌﾟｼｮﾝ追加項目,,ｵﾌﾟｼｮﾝ追加項目,追加項目
Sheet2,CA7,**[随時血糖]基単,随時血糖,基単,（随時・食直後）
Sheet2,CH7,**[随時随時血糖]HL_1,随時随時血糖,HL_1,（随時・食直後）
Sheet2,CI7,**[随時血糖]結果値_1,随時血糖,結果値_1,（随時・食直後）
Sheet2,CL7,**[随時血糖]HL_2,随時血糖,HL_2,（随時・食直後）
Sheet2,CM7,**[随時血糖]結果値_2,随時血糖,結果値_2,（随時・食直後）
Sheet2,CP7,**[随時血糖]HL_3,随時血糖,HL_3,（随時・食直後）
Sheet2,CQ7,**[随時血糖]結果値_3,随時血糖,結果値_3,（随時・食直後）
Sheet2,DF7,**[ALP]基単,ALP,基単,ＡＬ－Ｐ
Sheet2,DM7,**[ALP]HL_1,ALP,HL_1,ＡＬ－Ｐ
Sheet2,DN7,**[ALP]結果値_1,ALP,結果値_1,ＡＬ－Ｐ
Sheet2,DQ7,**[ALP]HL_2,ALP,HL_2,ＡＬ－Ｐ
Sheet2,DR7,**[ALP]結果値_2,ALP,結果値_2,ＡＬ－Ｐ
Sheet2,DU7,**[ALP]HL_3,ALP,HL_3,ＡＬ－Ｐ
Sheet2,DV7,**[ALP]結果値_3,ALP,結果値_3,ＡＬ－Ｐ
Sheet2,G8,**生年月日#和暦[gee年mm月dd日],,生年月日#和暦[gee年mm月dd日],生年月日
Sheet2,R8,**満年齢,,満年齢,生年月日
Sheet2,AA8,**性別_性,,性別_性,性別
Sheet2,CA8,**[HbA1cNGSP]基単,HbA1cNGSP,基単,ﾍﾓｸﾞﾛﾋﾞﾝA1c(NGSP)
Sheet2,CH8,**[HbA1cNGSP]HL_1,HbA1cNGSP,HL_1,ﾍﾓｸﾞﾛﾋﾞﾝA1c(NGSP)
Sheet2,CI8,**[HbA1cNGSP]結果値_1,HbA1cNGSP,結果値_1,ﾍﾓｸﾞﾛﾋﾞﾝA1c(NGSP)
Sheet2,CL8,**[HbA1cNGSP]HL_2,HbA1cNGSP,HL_2,ﾍﾓｸﾞﾛﾋﾞﾝA1c(NGSP)
Sheet2,CM8,**[HbA1cNGSP]結果値_2,HbA1cNGSP,結果値_2,ﾍﾓｸﾞﾛﾋﾞﾝA1c(NGSP)
Sheet2,CP8,**[HbA1cNGSP]HL_3,HbA1cNGSP,HL_3,ﾍﾓｸﾞﾛﾋﾞﾝA1c(NGSP)
Sheet2,CQ8,**[HbA1cNGSP]結果値_3,HbA1cNGSP,結果値_3,ﾍﾓｸﾞﾛﾋﾞﾝA1c(NGSP)
Sheet2,DF8,**[GOT]基単,GOT,基単,ＡＳＴ(ＧＯＴ)
Sheet2,DM8,**[GOT]HL_1,GOT,HL_1,ＡＳＴ(ＧＯＴ)
Sheet2,DN8,**[GOT]結果値_1,GOT,結果値_1,ＡＳＴ(ＧＯＴ)
Sheet2,DQ8,**[GOT]HL_2,GOT,HL_2,ＡＳＴ(ＧＯＴ)
Sheet2,DR8,**[GOT]結果値_2,GOT,結果値_2,ＡＳＴ(ＧＯＴ)
Sheet2,DU8,**[GOT]HL_3,GOT,HL_3,ＡＳＴ(ＧＯＴ)
Sheet2,DV8,**[GOT]結果値_3,GOT,結果値_3,ＡＳＴ(ＧＯＴ)
Sheet2,G9,**送付先郵便番号,,送付先郵便番号,住所
Sheet2,M9,**送付先住所123,,送付先住所123,住所
Sheet2,AL9,**事_ｺｰﾄﾞ,,事_ｺｰﾄﾞ,事業所コード
Sheet2,BQ9,**[判定_腎機能]判定_1,判定_腎機能,判定_1,腎機能
Sheet2,CA9,**[尿比重]基単,尿比重,基単,尿比重
Sheet2,CH9,**[尿比重]HL_1,尿比重,HL_1,尿比重
Sheet2,CI9,**[尿比重]結果値_1,尿比重,結果値_1,尿比重
Sheet2,CL9,**[尿比重]HL_2,尿比重,HL_2,尿比重
Sheet2,CM9,**[尿比重]結果値_2,尿比重,結果値_2,尿比重
Sheet2,CP9,**[尿比重]HL_3,尿比重,HL_3,尿比重
Sheet2,CQ9,**[尿比重]結果値_3,尿比重,結果値_3,尿比重
Sheet2,DF9,**[GPT]基単,GPT,基単,ＡＬＴ(ＧＰＴ)
Sheet2,DM9,**[GPT]HL_1,GPT,HL_1,ＡＬＴ(ＧＰＴ)
Sheet2,DN9,**[GPT]結果値_1,GPT,結果値_1,ＡＬＴ(ＧＰＴ)
Sheet2,DQ9,**[GPT]HL_2,GPT,HL_2,ＡＬＴ(ＧＰＴ)
Sheet2,DR9,**[GPT]結果値_2,GPT,結果値_2,ＡＬＴ(ＧＰＴ)
Sheet2,DU9,**[GPT]HL_3,GPT,HL_3,ＡＬＴ(ＧＰＴ)
Sheet2,DV9,**[GPT]結果値_3,GPT,結果値_3,ＡＬＴ(ＧＰＴ)
Sheet2,AL10,**事_名称,,事_名称,団体名
Sheet2,CA10,**[尿蛋白]基単,尿蛋白,基単,尿蛋白
Sheet2,CH10,**[尿蛋白]HL_1,尿蛋白,HL_1,尿蛋白
Sheet2,CI10,**[尿蛋白]結果値_1,尿蛋白,結果値_1,尿蛋白
Sheet2,CL10,**[尿蛋白]HL_2,尿蛋白,HL_2,尿蛋白
Sheet2,CM10,**[尿蛋白]結果値_2,尿蛋白,結果値_2,尿蛋白
Sheet2,CP10,**[尿蛋白]HL_3,尿蛋白,HL_3,尿蛋白
Sheet2,CQ10,**[尿蛋白]結果値_3,尿蛋白,結果値_3,尿蛋白
Sheet2,DF10,**[LAP]基単,LAP,基単,ＬＡＰ
Sheet2,DM10,**[LAP]HL_1,LAP,HL_1,ＬＡＰ
Sheet2,DN10,**[LAP]結果値_1,LAP,結果値_1,ＬＡＰ
Sheet2,DQ10,**[LAP]HL_2,LAP,HL_2,ＬＡＰ
Sheet2,DR10,**[LAP]結果値_2,LAP,結果値_2,ＬＡＰ
Sheet2,DU10,**[LAP]HL_3,LAP,HL_3,ＬＡＰ
Sheet2,DV10,**[LAP]結果値_3,LAP,結果値_3,ＬＡＰ
Sheet2,G11,**TEL,,TEL,連絡先
Sheet2,T11,**その他連絡先,,その他連絡先,/
Sheet2,AL11,**保険証番号,,保険証番号,保険証番号
Sheet2,CA11,**[尿潜血]基単,尿潜血,基単,尿潜血
Sheet2,CH11,**[尿潜血]HL_1,尿潜血,HL_1,尿潜血
Sheet2,CI11,**[尿潜血]結果値_1,尿潜血,結果値_1,尿潜血
Sheet2,CL11,**[尿潜血]HL_2,尿潜血,HL_2,尿潜血
Sheet2,CM11,**[尿潜血]結果値_2,尿潜血,結果値_2,尿潜血
Sheet2,CP11,**[尿潜血]HL_3,尿潜血,HL_3,尿潜血
Sheet2,CQ11,**[尿潜血]結果値_3,尿潜血,結果値_3,尿潜血
Sheet2,DF11,**[TTT]基単,TTT,基単,ＴＴＴ
Sheet2,DM11,**[TTT]HL_1,TTT,HL_1,ＴＴＴ
Sheet2,DN11,**[TTT]結果値_1,TTT,結果値_1,ＴＴＴ
Sheet2,DQ11,**[TTT]HL_2,TTT,HL_2,ＴＴＴ
Sheet2,DR11,**[TTT]結果値_2,TTT,結果値_2,ＴＴＴ
Sheet2,DU11,**[TTT]HL_3,TTT,HL_3,ＴＴＴ
Sheet2,DV11,**[TTT]結果値_3,TTT,結果値_3,ＴＴＴ
Sheet2,CA12,**[尿素窒素]基単,尿素窒素,基単,血清尿素窒素
Sheet2,CH12,**[尿素窒素]HL_1,尿素窒素,HL_1,血清尿素窒素
Sheet2,CI12,**[尿素窒素]結果値_1,尿素窒素,結果値_1,血清尿素窒素
Sheet2,CL12,**[尿素窒素]HL_2,尿素窒素,HL_2,血清尿素窒素
Sheet2,CM12,**[尿素窒素]結果値_2,尿素窒素,結果値_2,血清尿素窒素
Sheet2,CP12,**[尿素窒素]HL_3,尿素窒素,HL_3,血清尿素窒素
Sheet2,CQ12,**[尿素窒素]結果値_3,尿素窒素,結果値_3,血清尿素窒素
Sheet2,DF12,**[γ-GTP]基単,γ-GTP,基単,γ－ＧＴ(γ－ＧＴＰ)
Sheet2,DM12,**[γ-GTP]HL_1,γ-GTP,HL_1,γ－ＧＴ(γ－ＧＴＰ)
Sheet2,DN12,**[γ-GTP]結果値_1,γ-GTP,結果値_1,γ－ＧＴ(γ－ＧＴＰ)
Sheet2,DQ12,**[γ-GTP]HL_2,γ-GTP,HL_2,γ－ＧＴ(γ－ＧＴＰ)
Sheet2,DR12,**[γ-GTP]結果値_2,γ-GTP,結果値_2,γ－ＧＴ(γ－ＧＴＰ)
Sheet2,DU12,**[γ-GTP]HL_3,γ-GTP,HL_3,γ－ＧＴ(γ－ＧＴＰ)
Sheet2,DV12,**[γ-GTP]結果値_3,γ-GTP,結果値_3,γ－ＧＴ(γ－ＧＴＰ)
Sheet2,CA13,**[ｸﾚｱﾁﾆﾝ]基単,ｸﾚｱﾁﾆﾝ,基単,血清クレアチニン
Sheet2,CH13,**[ｸﾚｱﾁﾆﾝ]HL_1,ｸﾚｱﾁﾆﾝ,HL_1,血清クレアチニン
Sheet2,CI13,**[ｸﾚｱﾁﾆﾝ]結果値_1,ｸﾚｱﾁﾆﾝ,結果値_1,血清クレアチニン
Sheet2,CL13,**[ｸﾚｱﾁﾆﾝ]HL_2,ｸﾚｱﾁﾆﾝ,HL_2,血清クレアチニン
Sheet2,CM13,**[ｸﾚｱﾁﾆﾝ]結果値_2,ｸﾚｱﾁﾆﾝ,結果値_2,血清クレアチニン
Sheet2,CP13,**[ｸﾚｱﾁﾆﾝ]HL_3,ｸﾚｱﾁﾆﾝ,HL_3,血清クレアチニン
Sheet2,CQ13,**[ｸﾚｱﾁﾆﾝ]結果値_3,ｸﾚｱﾁﾆﾝ,結果値_3,血清クレアチニン
Sheet2,DF13,**[LDH]基単,LDH,基単,ＬＤ(ＬＤＨ)
Sheet2,DM13,**[LDH]HL_1,LDH,HL_1,ＬＤ(ＬＤＨ)
Sheet2,DN13,**[LDH]結果値_1,LDH,結果値_1,ＬＤ(ＬＤＨ)
Sheet2,DQ13,**[LDH]HL_2,LDH,HL_2,ＬＤ(ＬＤＨ)
Sheet2,DR13,**[LDH]結果値_2,LDH,結果値_2,ＬＤ(ＬＤＨ)
Sheet2,DU13,**[LDH]HL_3,LDH,HL_3,ＬＤ(ＬＤＨ)
Sheet2,DV13,**[LDH]結果値_3,LDH,結果値_3,ＬＤ(ＬＤＨ)
Sheet2,A14,**[総合判定(編集)]判定_1,総合判定(編集),判定_1,
Sheet2,G14,**[総合判定(編集)]結果値_1,総合判定(編集),結果値_1,
Sheet2,CA14,**[eGFR]基単,eGFR,基単,ｅＧＦＲ
Sheet2,CH14,**[eGFR]HL_1,eGFR,HL_1,ｅＧＦＲ
Sheet2,CI14,**[eGFR]結果値_1,eGFR,結果値_1,ｅＧＦＲ
Sheet2,CL14,**[eGFR]HL_2,eGFR,HL_2,ｅＧＦＲ
Sheet2,CM14,**[eGFR]結果値_2,eGFR,結果値_2,ｅＧＦＲ
Sheet2,CP14,**[eGFR]HL_3,eGFR,HL_3,ｅＧＦＲ
Sheet2,CQ14,**[eGFR]結果値_3,eGFR,結果値_3,ｅＧＦＲ
Sheet2,DF14,**[総ﾋﾞﾘﾙﾋﾞﾝ]基単,総ﾋﾞﾘﾙﾋﾞﾝ,基単,総ビリルビン
Sheet2,DM14,**[総ﾋﾞﾘﾙﾋﾞﾝ]HL_1,総ﾋﾞﾘﾙﾋﾞﾝ,HL_1,総ビリルビン
Sheet2,DN14,**[総ﾋﾞﾘﾙﾋﾞﾝ]結果値_1,総ﾋﾞﾘﾙﾋﾞﾝ,結果値_1,総ビリルビン
Sheet2,DQ14,**[総ﾋﾞﾘﾙﾋﾞﾝ]HL_2,総ﾋﾞﾘﾙﾋﾞﾝ,HL_2,総ビリルビン
Sheet2,DR14,**[総ﾋﾞﾘﾙﾋﾞﾝ]結果値_2,総ﾋﾞﾘﾙﾋﾞﾝ,結果値_2,総ビリルビン
Sheet2,DU14,**[総ﾋﾞﾘﾙﾋﾞﾝ]HL_3,総ﾋﾞﾘﾙﾋﾞﾝ,HL_3,総ビリルビン
Sheet2,DV14,**[総ﾋﾞﾘﾙﾋﾞﾝ]結果値_3,総ﾋﾞﾘﾙﾋﾞﾝ,結果値_3,総ビリルビン
Sheet2,BQ15,**[判定_尿沈渣]判定_1,判定_尿沈渣,判定_1,尿沈渣
Sheet2,CA15,**[尿沈渣赤血球]基単,尿沈渣赤血球,基単,赤血球
Sheet2,CH15,**[尿沈渣赤血球]HL_1,尿沈渣赤血球,HL_1,赤血球
Sheet2,CI15,**[尿沈渣赤血球]結果値_1,尿沈渣赤血球,結果値_1,赤血球
Sheet2,CL15,**[尿沈渣赤血球]HL_2,尿沈渣赤血球,HL_2,赤血球
Sheet2,CM15,**[尿沈渣赤血球]結果値_2,尿沈渣赤血球,結果値_2,赤血球
Sheet2,CP15,**[尿沈渣赤血球]HL_3,尿沈渣赤血球,HL_3,赤血球
Sheet2,CQ15,**[尿沈渣赤血球]結果値_3,尿沈渣赤血球,結果値_3,赤血球
Sheet2,DF15,**[直接ﾋﾞﾘﾙﾋﾞﾝ]基単,直接ﾋﾞﾘﾙﾋﾞﾝ,基単,直ビリルビン
Sheet2,DM15,**[直接ﾋﾞﾘﾙﾋﾞﾝ]HL_1,直接ﾋﾞﾘﾙﾋﾞﾝ,HL_1,直ビリルビン
Sheet2,DN15,**[直接ﾋﾞﾘﾙﾋﾞﾝ]結果値_1,直接ﾋﾞﾘﾙﾋﾞﾝ,結果値_1,直ビリルビン
Sheet2,DQ15,**[直接ﾋﾞﾘﾙﾋﾞﾝ]HL_2,直接ﾋﾞﾘﾙﾋﾞﾝ,HL_2,直ビリルビン
Sheet2,DR15,**[直接ﾋﾞﾘﾙﾋﾞﾝ]結果値_2,直接ﾋﾞﾘﾙﾋﾞﾝ,結果値_2,直ビリルビン
Sheet2,DU15,**[直接ﾋﾞﾘﾙﾋﾞﾝ]HL_3,直接ﾋﾞﾘﾙﾋﾞﾝ,HL_3,直ビリルビン
Sheet2,DV15,**[直接ﾋﾞﾘﾙﾋﾞﾝ]結果値_3,直接ﾋﾞﾘﾙﾋﾞﾝ,結果値_3,直ビリルビン
Sheet2,B16,**[くくり有所見1]項目名称所見_1,くくり有所見1,項目名称所見_1,
Sheet2,CA16,**[尿沈渣白血球]基単,尿沈渣白血球,基単,白血球
Sheet2,CH16,**[尿沈渣白血球]HL_1,尿沈渣白血球,HL_1,白血球
Sheet2,CI16,**[尿沈渣白血球]結果値_1,尿沈渣白血球,結果値_1,白血球
Sheet2,CL16,**[尿沈渣白血球]HL_2,尿沈渣白血球,HL_2,白血球
Sheet2,CM16,**[尿沈渣白血球]結果値_2,尿沈渣白血球,結果値_2,白血球
Sheet2,CP16,**[尿沈渣白血球]HL_3,尿沈渣白血球,HL_3,白血球
Sheet2,CQ16,**[尿沈渣白血球]結果値_3,尿沈渣白血球,結果値_3,白血球
Sheet2,DF16,**[AG比]基単,AG比,基単,Ａ ／ Ｇ比
Sheet2,DM16,**[AG比]HL_1,AG比,HL_1,Ａ ／ Ｇ比
Sheet2,DN16,**[AG比]結果値_1,AG比,結果値_1,Ａ ／ Ｇ比
Sheet2,DQ16,**[AG比]HL_2,AG比,HL_2,Ａ ／ Ｇ比
Sheet2,DR16,**[AG比]結果値_2,AG比,結果値_2,Ａ ／ Ｇ比
Sheet2,DU16,**[AG比]HL_3,AG比,HL_3,Ａ ／ Ｇ比
Sheet2,DV16,**[AG比]結果値_3,AG比,結果値_3,Ａ ／ Ｇ比
Sheet2,B17,**[くくり有所見2]項目名称所見_1,くくり有所見2,項目名称所見_1,
Sheet2,CA17,**[尿沈渣扁平上皮]基単,尿沈渣扁平上皮,基単,扁平上皮
Sheet2,CH17,**[尿沈渣扁平上皮]HL_1,尿沈渣扁平上皮,HL_1,扁平上皮
Sheet2,CI17,**[尿沈渣扁平上皮]結果値_1,尿沈渣扁平上皮,結果値_1,扁平上皮
Sheet2,CL17,**[尿沈渣扁平上皮]HL_2,尿沈渣扁平上皮,HL_2,扁平上皮
Sheet2,CM17,**[尿沈渣扁平上皮]結果値_2,尿沈渣扁平上皮,結果値_2,扁平上皮
Sheet2,CP17,**[尿沈渣扁平上皮]HL_3,尿沈渣扁平上皮,HL_3,扁平上皮
Sheet2,CQ17,**[尿沈渣扁平上皮]結果値_3,尿沈渣扁平上皮,結果値_3,扁平上皮
Sheet2,DF17,**[ｺﾘﾝｴｽﾃﾗｰｾﾞ]基単,ｺﾘﾝｴｽﾃﾗｰｾﾞ,基単,コリンエステラーゼ
Sheet2,DM17,**[ｺﾘﾝｴｽﾃﾗｰｾﾞ]HL_1,ｺﾘﾝｴｽﾃﾗｰｾﾞ,HL_1,コリンエステラーゼ
Sheet2,DN17,**[ｺﾘﾝｴｽﾃﾗｰｾﾞ]結果値_1,ｺﾘﾝｴｽﾃﾗｰｾﾞ,結果値_1,コリンエステラーゼ
Sheet2,DQ17,**[ｺﾘﾝｴｽﾃﾗｰｾﾞ]HL_2,ｺﾘﾝｴｽﾃﾗｰｾﾞ,HL_2,コリンエステラーゼ
Sheet2,DR17,**[ｺﾘﾝｴｽﾃﾗｰｾﾞ]結果値_2,ｺﾘﾝｴｽﾃﾗｰｾﾞ,結果値_2,コリンエステラーゼ
Sheet2,DU17,**[ｺﾘﾝｴｽﾃﾗｰｾﾞ]HL_3,ｺﾘﾝｴｽﾃﾗｰｾﾞ,HL_3,コリンエステラーゼ
Sheet2,DV17,**[ｺﾘﾝｴｽﾃﾗｰｾﾞ]結果値_3,ｺﾘﾝｴｽﾃﾗｰｾﾞ,結果値_3,コリンエステラーゼ
Sheet2,B18,**[くくり有所見3]項目名称所見_1,くくり有所見3,項目名称所見_1,
Sheet2,BQ18,**[判定_便潜血]判定_1,判定_便潜血,判定_1,便
Sheet2,CA18,**[便潜血1]基単,便潜血1,基単,便潜血1回目
Sheet2,CH18,**[便潜血1]HL_1,便潜血1,HL_1,便潜血1回目
Sheet2,CI18,**[便潜血1]結果値_1,便潜血1,結果値_1,便潜血1回目
Sheet2,CL18,**[便潜血1]HL_2,便潜血1,HL_2,便潜血1回目
Sheet2,CM18,**[便潜血1]結果値_2,便潜血1,結果値_2,便潜血1回目
Sheet2,CP18,**[便潜血1]HL_3,便潜血1,HL_3,便潜血1回目
Sheet2,CQ18,**[便潜血1]結果値_3,便潜血1,結果値_3,便潜血1回目
Sheet2,DF18,**[ｱﾙﾌﾞﾐﾝ]基単,ｱﾙﾌﾞﾐﾝ,基単,血清アルブミン
Sheet2,DM18,**[ｱﾙﾌﾞﾐﾝ]HL_1,ｱﾙﾌﾞﾐﾝ,HL_1,血清アルブミン
Sheet2,DN18,**[ｱﾙﾌﾞﾐﾝ]結果値_1,ｱﾙﾌﾞﾐﾝ,結果値_1,血清アルブミン
Sheet2,DQ18,**[ｱﾙﾌﾞﾐﾝ]HL_2,ｱﾙﾌﾞﾐﾝ,HL_2,血清アルブミン
Sheet2,DR18,**[ｱﾙﾌﾞﾐﾝ]結果値_2,ｱﾙﾌﾞﾐﾝ,結果値_2,血清アルブミン
Sheet2,DU18,**[ｱﾙﾌﾞﾐﾝ]HL_3,ｱﾙﾌﾞﾐﾝ,HL_3,血清アルブミン
Sheet2,DV18,**[ｱﾙﾌﾞﾐﾝ]結果値_3,ｱﾙﾌﾞﾐﾝ,結果値_3,血清アルブミン
Sheet2,B19,**[くくり有所見4]項目名称所見_1,くくり有所見4,項目名称所見_1,
Sheet2,CA19,**[便潜血2]基単,便潜血2,基単,便潜血2回目
Sheet2,CH19,**[便潜血2]HL_1,便潜血2,HL_1,便潜血2回目
Sheet2,CI19,**[便潜血2]結果値_1,便潜血2,結果値_1,便潜血2回目
Sheet2,CL19,**[便潜血2]HL_2,便潜血2,HL_2,便潜血2回目
Sheet2,CM19,**[便潜血2]結果値_2,便潜血2,結果値_2,便潜血2回目
Sheet2,CP19,**[便潜血2]HL_3,便潜血2,HL_3,便潜血2回目
Sheet2,CQ19,**[便潜血2]結果値_3,便潜血2,結果値_3,便潜血2回目
Sheet2,CV19,**[判定_肝炎]判定_1,判定_肝炎,判定_1,便潜血2回目
Sheet2,DF19,**[HBs抗原]基単,HBs抗原,基単,B型肝炎検査(HBSAg)
Sheet2,DM19,**[HBs抗原]HL_1,HBs抗原,HL_1,B型肝炎検査(HBSAg)
Sheet2,DN19,**[HBs抗原]結果値_1,HBs抗原,結果値_1,B型肝炎検査(HBSAg)
Sheet2,DQ19,**[HBs抗原]HL_2,HBs抗原,HL_2,B型肝炎検査(HBSAg)
Sheet2,DR19,**[HBs抗原]結果値_2,HBs抗原,結果値_2,B型肝炎検査(HBSAg)
Sheet2,DU19,**[HBs抗原]HL_3,HBs抗原,HL_3,B型肝炎検査(HBSAg)
Sheet2,DV19,**[HBs抗原]結果値_3,HBs抗原,結果値_3,B型肝炎検査(HBSAg)
Sheet2,B20,**[くくり有所見5]項目名称所見_1,くくり有所見5,項目名称所見_1,
Sheet2,BQ20,**[判定_血液一般]判定_1,判定_血液一般,判定_1,血　液　一　般
Sheet2,CA20,**[白血球数]基単,白血球数,基単,白血球数
Sheet2,CH20,**[白血球数]HL_1,白血球数,HL_1,白血球数
Sheet2,CI20,**[白血球数]結果値_1,白血球数,結果値_1,白血球数
Sheet2,CL20,**[白血球数]HL_2,白血球数,HL_2,白血球数
Sheet2,CM20,**[白血球数]結果値_2,白血球数,結果値_2,白血球数
Sheet2,CP20,**[白血球数]HL_3,白血球数,HL_3,白血球数
Sheet2,CQ20,**[白血球数]結果値_3,白血球数,結果値_3,白血球数
Sheet2,DF20,**[HBs抗体]基単,HBs抗体,基単,B型肝炎検査(HBSAb)
Sheet2,DM20,**[HBs抗体]HL_1,HBs抗体,HL_1,B型肝炎検査(HBSAb)
Sheet2,DN20,**[HBs抗体]結果値_1,HBs抗体,結果値_1,B型肝炎検査(HBSAb)
Sheet2,DQ20,**[HBs抗体]HL_2,HBs抗体,HL_2,B型肝炎検査(HBSAb)
Sheet2,DR20,**[HBs抗体]結果値_2,HBs抗体,結果値_2,B型肝炎検査(HBSAb)
Sheet2,DU20,**[HBs抗体]HL_3,HBs抗体,HL_3,B型肝炎検査(HBSAb)
Sheet2,DV20,**[HBs抗体]結果値_3,HBs抗体,結果値_3,B型肝炎検査(HBSAb)
Sheet2,B21,**[くくり有所見6]項目名称所見_1,くくり有所見6,項目名称所見_1,
Sheet2,CA21,**[赤血球数]基単,赤血球数,基単,赤血球数
Sheet2,CH21,**[赤血球数]HL_1,赤血球数,HL_1,赤血球数
Sheet2,CI21,**[赤血球数]結果値_1,赤血球数,結果値_1,赤血球数
Sheet2,CL21,**[赤血球数]HL_2,赤血球数,HL_2,赤血球数
Sheet2,CM21,**[赤血球数]結果値_2,赤血球数,結果値_2,赤血球数
Sheet2,CP21,**[赤血球数]HL_3,赤血球数,HL_3,赤血球数
Sheet2,CQ21,**[赤血球数]結果値_3,赤血球数,結果値_3,赤血球数
Sheet2,CV21,**[HCV抗体]判定_1,HCV抗体,判定_1,赤血球数
Sheet2,DF21,**[HCV抗体]基単,HCV抗体,基単,C型肝炎検査(HCVAb)
Sheet2,DM21,**[HCV抗体]HL_1,HCV抗体,HL_1,C型肝炎検査(HCVAb)
